species,parent1,parent2,offspring,prob
rose,rryywwSs,rrYYWwSS,rrYyWwSS,0.25
rose,rryywwSs,rrYYWwSS,rrYyWwSs,0.25
rose,rryywwSs,rrYYWwSS,rrYywwSS,0.25
rose,rryywwSs,rrYYWwSS,rrYywwSs,0.25
rose,rryywwSS,rrYYWwSS,rrYyWwSS,0.5
rose,rryywwSS,rrYYWwSS,rrYywwSS,0.5
rose,rryyWwss,rrYYWwSS,rrYyWwSs,0.5
rose,rryyWwss,rrYYWwSS,rrYyWWSs,0.25
rose,rryyWwss,rrYYWwSS,rrYywwSs,0.25
rose,rryyWwSs,rrYYWwSS,rrYyWwSS,0.25
rose,rryyWwSs,rrYYWwSS,rrYyWwSs,0.25
rose,rryyWwSs,rrYYWwSS,rrYyWWSS,0.125
rose,rryyWwSs,rrYYWwSS,rrYyWWSs,0.125
rose,rryyWwSs,rrYYWwSS,rrYywwSS,0.125
rose,rryyWwSs,rrYYWwSS,rrYywwSs,0.125
rose,rryyWwSS,rrYYWwSS,rrYyWwSS,0.5
rose,rryyWwSS,rrYYWwSS,rrYyWWSS,0.25
rose,rryyWwSS,rrYYWwSS,rrYywwSS,0.25
rose,rryyWWss,rrYYWwSS,rrYyWWSs,0.5
rose,rryyWWss,rrYYWwSS,rrYyWwSs,0.5
rose,rryyWWSs,rrYYWwSS,rrYyWWSS,0.25
rose,rryyWWSs,rrYYWwSS,rrYyWWSs,0.25
rose,rryyWWSs,rrYYWwSS,rrYyWwSS,0.25
rose,rryyWWSs,rrYYWwSS,rrYyWwSs,0.25
rose,rryyWWSS,rrYYWwSS,rrYyWWSS,0.5
rose,rryyWWSS,rrYYWwSS,rrYyWwSS,0.5
rose,rrYywwss,rrYYWwSS,rrYYWwSs,0.25
rose,rrYywwss,rrYYWwSS,rrYYwwSs,0.25
rose,rrYywwss,rrYYWwSS,rrYyWwSs,0.25
rose,rrYywwss,rrYYWwSS,rrYywwSs,0.25
rose,rrYywwSs,rrYYWwSS,rrYYWwSS,0.125
rose,rrYywwSs,rrYYWwSS,rrYYWwSs,0.125
rose,rrYywwSs,rrYYWwSS,rrYYwwSS,0.125
rose,rrYywwSs,rrYYWwSS,rrYYwwSs,0.125
rose,rrYywwSs,rrYYWwSS,rrYyWwSS,0.125
rose,rrYywwSs,rrYYWwSS,rrYyWwSs,0.125
rose,rrYywwSs,rrYYWwSS,rrYywwSS,0.125
rose,rrYywwSs,rrYYWwSS,rrYywwSs,0.125
rose,rrYywwSS,rrYYWwSS,rrYYWwSS,0.25
rose,rrYywwSS,rrYYWwSS,rrYYwwSS,0.25
rose,rrYywwSS,rrYYWwSS,rrYyWwSS,0.25
rose,rrYywwSS,rrYYWwSS,rrYywwSS,0.25
rose,rrYyWwss,rrYYWwSS,rrYYWwSs,0.25
rose,rrYyWwss,rrYYWwSS,rrYyWwSs,0.25
rose,rrYyWwss,rrYYWwSS,rrYYWWSs,0.125
rose,rrYyWwss,rrYYWwSS,rrYYwwSs,0.125
rose,rrYyWwss,rrYYWwSS,rrYyWWSs,0.125
rose,rrYyWwss,rrYYWwSS,rrYywwSs,0.125
rose,rrYyWwSs,rrYYWwSS,rrYYWwSS,0.125
rose,rrYyWwSs,rrYYWwSS,rrYYWwSs,0.125
rose,rrYyWwSs,rrYYWwSS,rrYyWwSS,0.125
rose,rrYyWwSs,rrYYWwSS,rrYyWwSs,0.125
rose,rrYyWwSs,rrYYWwSS,rrYYWWSS,0.0625
rose,rrYyWwSs,rrYYWwSS,rrYYWWSs,0.0625
rose,rrYyWwSs,rrYYWwSS,rrYYwwSS,0.0625
rose,rrYyWwSs,rrYYWwSS,rrYYwwSs,0.0625
rose,rrYyWwSs,rrYYWwSS,rrYyWWSS,0.0625
rose,rrYyWwSs,rrYYWwSS,rrYyWWSs,0.0625
rose,rrYyWwSs,rrYYWwSS,rrYywwSS,0.0625
rose,rrYyWwSs,rrYYWwSS,rrYywwSs,0.0625
rose,rrYyWwSS,rrYYWwSS,rrYYWwSS,0.25
rose,rrYyWwSS,rrYYWwSS,rrYyWwSS,0.25
rose,rrYyWwSS,rrYYWwSS,rrYYWWSS,0.125
rose,rrYyWwSS,rrYYWwSS,rrYYwwSS,0.125
rose,rrYyWwSS,rrYYWwSS,rrYyWWSS,0.125
rose,rrYyWwSS,rrYYWwSS,rrYywwSS,0.125
rose,rrYyWWss,rrYYWwSS,rrYYWWSs,0.25
rose,rrYyWWss,rrYYWwSS,rrYYWwSs,0.25
rose,rrYyWWss,rrYYWwSS,rrYyWWSs,0.25
rose,rrYyWWss,rrYYWwSS,rrYyWwSs,0.25
rose,rrYyWWSs,rrYYWwSS,rrYYWWSS,0.125
rose,rrYyWWSs,rrYYWwSS,rrYYWWSs,0.125
rose,rrYyWWSs,rrYYWwSS,rrYYWwSS,0.125
rose,rrYyWWSs,rrYYWwSS,rrYYWwSs,0.125
rose,rrYyWWSs,rrYYWwSS,rrYyWWSS,0.125
rose,rrYyWWSs,rrYYWwSS,rrYyWWSs,0.125
rose,rrYyWWSs,rrYYWwSS,rrYyWwSS,0.125
rose,rrYyWWSs,rrYYWwSS,rrYyWwSs,0.125
rose,rrYyWWSS,rrYYWwSS,rrYYWWSS,0.25
rose,rrYyWWSS,rrYYWwSS,rrYYWwSS,0.25
rose,rrYyWWSS,rrYYWwSS,rrYyWWSS,0.25
rose,rrYyWWSS,rrYYWwSS,rrYyWwSS,0.25
rose,rrYYwwss,rrYYWwSS,rrYYWwSs,0.5
rose,rrYYwwss,rrYYWwSS,rrYYwwSs,0.5
rose,rrYYwwSs,rrYYWwSS,rrYYWwSS,0.25
rose,rrYYwwSs,rrYYWwSS,rrYYWwSs,0.25
rose,rrYYwwSs,rrYYWwSS,rrYYwwSS,0.25
rose,rrYYwwSs,rrYYWwSS,rrYYwwSs,0.25
rose,rrYYwwSS,rrYYWwSS,rrYYWwSS,0.5
rose,rrYYwwSS,rrYYWwSS,rrYYwwSS,0.5
rose,rrYYWwss,rrYYWwSS,rrYYWwSs,0.5
rose,rrYYWwss,rrYYWwSS,rrYYWWSs,0.25
rose,rrYYWwss,rrYYWwSS,rrYYwwSs,0.25
rose,rrYYWwSs,rrYYWwSS,rrYYWwSS,0.25
rose,rrYYWwSs,rrYYWwSS,rrYYWwSs,0.25
rose,rrYYWwSs,rrYYWwSS,rrYYWWSS,0.125
rose,rrYYWwSs,rrYYWwSS,rrYYWWSs,0.125
rose,rrYYWwSs,rrYYWwSS,rrYYwwSS,0.125
rose,rrYYWwSs,rrYYWwSS,rrYYwwSs,0.125
rose,rrYYWwSS,rrYYWwSS,rrYYWwSS,0.5
rose,rrYYWwSS,rrYYWwSS,rrYYWWSS,0.25
rose,rrYYWwSS,rrYYWwSS,rrYYwwSS,0.25
rose,rryywwss,rrYYWWss,rrYyWwss,1
rose,rryywwSs,rrYYWWss,rrYyWwSs,0.5
rose,rryywwSs,rrYYWWss,rrYyWwss,0.5
rose,rryywwSS,rrYYWWss,rrYyWwSs,1
rose,rryyWwss,rrYYWWss,rrYyWWss,0.5
rose,rryyWwss,rrYYWWss,rrYyWwss,0.5
rose,rryyWwSs,rrYYWWss,rrYyWWSs,0.25
rose,rryyWwSs,rrYYWWss,rrYyWWss,0.25
rose,rryyWwSs,rrYYWWss,rrYyWwSs,0.25
rose,rryyWwSs,rrYYWWss,rrYyWwss,0.25
rose,rryyWwSS,rrYYWWss,rrYyWWSs,0.5
rose,rryyWwSS,rrYYWWss,rrYyWwSs,0.5
rose,rryyWWss,rrYYWWss,rrYyWWss,1
rose,rryyWWSs,rrYYWWss,rrYyWWSs,0.5
rose,rryyWWSs,rrYYWWss,rrYyWWss,0.5
rose,rryyWWSS,rrYYWWss,rrYyWWSs,1
rose,rrYywwss,rrYYWWss,rrYYWwss,0.5
rose,rrYywwss,rrYYWWss,rrYyWwss,0.5
rose,rrYywwSs,rrYYWWss,rrYYWwSs,0.25
rose,rrYywwSs,rrYYWWss,rrYYWwss,0.25
rose,rrYywwSs,rrYYWWss,rrYyWwSs,0.25
rose,rrYywwSs,rrYYWWss,rrYyWwss,0.25
rose,rrYywwSS,rrYYWWss,rrYYWwSs,0.5
rose,rrYywwSS,rrYYWWss,rrYyWwSs,0.5
rose,rrYyWwss,rrYYWWss,rrYYWWss,0.25
rose,rrYyWwss,rrYYWWss,rrYYWwss,0.25
rose,rrYyWwss,rrYYWWss,rrYyWWss,0.25
rose,rrYyWwss,rrYYWWss,rrYyWwss,0.25
rose,rrYyWwSs,rrYYWWss,rrYYWWSs,0.125
rose,rrYyWwSs,rrYYWWss,rrYYWWss,0.125
rose,rrYyWwSs,rrYYWWss,rrYYWwSs,0.125
rose,rrYyWwSs,rrYYWWss,rrYYWwss,0.125
rose,rrYyWwSs,rrYYWWss,rrYyWWSs,0.125
rose,rrYyWwSs,rrYYWWss,rrYyWWss,0.125
rose,rrYyWwSs,rrYYWWss,rrYyWwSs,0.125
rose,rrYyWwSs,rrYYWWss,rrYyWwss,0.125
rose,rrYyWwSS,rrYYWWss,rrYYWWSs,0.25
rose,rrYyWwSS,rrYYWWss,rrYYWwSs,0.25
rose,rrYyWwSS,rrYYWWss,rrYyWWSs,0.25
rose,rrYyWwSS,rrYYWWss,rrYyWwSs,0.25
rose,rrYyWWss,rrYYWWss,rrYYWWss,0.5
rose,rrYyWWss,rrYYWWss,rrYyWWss,0.5
rose,rrYyWWSs,rrYYWWss,rrYYWWSs,0.25
rose,rrYyWWSs,rrYYWWss,rrYYWWss,0.25
rose,rrYyWWSs,rrYYWWss,rrYyWWSs,0.25
rose,rrYyWWSs,rrYYWWss,rrYyWWss,0.25
rose,rrYyWWSS,rrYYWWss,rrYYWWSs,0.5
rose,rrYyWWSS,rrYYWWss,rrYyWWSs,0.5
rose,rrYYwwss,rrYYWWss,rrYYWwss,1
rose,rrYYwwSs,rrYYWWss,rrYYWwSs,0.5
rose,rrYYwwSs,rrYYWWss,rrYYWwss,0.5
rose,rrYYwwSS,rrYYWWss,rrYYWwSs,1
rose,rrYYWwss,rrYYWWss,rrYYWWss,0.5
rose,rrYYWwss,rrYYWWss,rrYYWwss,0.5
rose,rrYYWwSs,rrYYWWss,rrYYWWSs,0.25
rose,rrYYWwSs,rrYYWWss,rrYYWWss,0.25
rose,rrYYWwSs,rrYYWWss,rrYYWwSs,0.25
rose,rrYYWwSs,rrYYWWss,rrYYWwss,0.25
rose,rrYYWwSS,rrYYWWss,rrYYWWSs,0.5
rose,rrYYWwSS,rrYYWWss,rrYYWwSs,0.5
rose,rrYYWWss,rrYYWWss,rrYYWWss,1
rose,rryywwss,rrYYWWSs,rrYyWwSs,0.5
rose,rryywwss,rrYYWWSs,rrYyWwss,0.5
rose,rryywwSs,rrYYWWSs,rrYyWwSs,0.5
rose,rryywwSs,rrYYWWSs,rrYyWwSS,0.25
rose,rryywwSs,rrYYWWSs,rrYyWwss,0.25
rose,rryywwSS,rrYYWWSs,rrYyWwSS,0.5
rose,rryywwSS,rrYYWWSs,rrYyWwSs,0.5
rose,rryyWwss,rrYYWWSs,rrYyWWSs,0.25
rose,rryyWwss,rrYYWWSs,rrYyWWss,0.25
rose,rryyWwss,rrYYWWSs,rrYyWwSs,0.25
rose,rryyWwss,rrYYWWSs,rrYyWwss,0.25
rose,rryyWwSs,rrYYWWSs,rrYyWWSs,0.25
rose,rryyWwSs,rrYYWWSs,rrYyWwSs,0.25
rose,rryyWwSs,rrYYWWSs,rrYyWWSS,0.125
rose,rryyWwSs,rrYYWWSs,rrYyWWss,0.125
rose,rryyWwSs,rrYYWWSs,rrYyWwSS,0.125
rose,rryyWwSs,rrYYWWSs,rrYyWwss,0.125
rose,rryyWwSS,rrYYWWSs,rrYyWWSS,0.25
rose,rryyWwSS,rrYYWWSs,rrYyWWSs,0.25
rose,rryyWwSS,rrYYWWSs,rrYyWwSS,0.25
rose,rryyWwSS,rrYYWWSs,rrYyWwSs,0.25
rose,rryyWWss,rrYYWWSs,rrYyWWSs,0.5
rose,rryyWWss,rrYYWWSs,rrYyWWss,0.5
rose,rryyWWSs,rrYYWWSs,rrYyWWSs,0.5
rose,rryyWWSs,rrYYWWSs,rrYyWWSS,0.25
rose,rryyWWSs,rrYYWWSs,rrYyWWss,0.25
rose,rryyWWSS,rrYYWWSs,rrYyWWSS,0.5
rose,rryyWWSS,rrYYWWSs,rrYyWWSs,0.5
rose,rrYywwss,rrYYWWSs,rrYYWwSs,0.25
rose,rrYywwss,rrYYWWSs,rrYYWwss,0.25
rose,rrYywwss,rrYYWWSs,rrYyWwSs,0.25
rose,rrYywwss,rrYYWWSs,rrYyWwss,0.25
rose,rrYywwSs,rrYYWWSs,rrYYWwSs,0.25
rose,rrYywwSs,rrYYWWSs,rrYyWwSs,0.25
rose,rrYywwSs,rrYYWWSs,rrYYWwSS,0.125
rose,rrYywwSs,rrYYWWSs,rrYYWwss,0.125
rose,rrYywwSs,rrYYWWSs,rrYyWwSS,0.125
rose,rrYywwSs,rrYYWWSs,rrYyWwss,0.125
rose,rrYywwSS,rrYYWWSs,rrYYWwSS,0.25
rose,rrYywwSS,rrYYWWSs,rrYYWwSs,0.25
rose,rrYywwSS,rrYYWWSs,rrYyWwSS,0.25
rose,rrYywwSS,rrYYWWSs,rrYyWwSs,0.25
rose,rrYyWwss,rrYYWWSs,rrYYWWSs,0.125
rose,rrYyWwss,rrYYWWSs,rrYYWWss,0.125
rose,rrYyWwss,rrYYWWSs,rrYYWwSs,0.125
rose,rrYyWwss,rrYYWWSs,rrYYWwss,0.125
rose,rrYyWwss,rrYYWWSs,rrYyWWSs,0.125
rose,rrYyWwss,rrYYWWSs,rrYyWWss,0.125
rose,rrYyWwss,rrYYWWSs,rrYyWwSs,0.125
rose,rrYyWwss,rrYYWWSs,rrYyWwss,0.125
rose,rrYyWwSs,rrYYWWSs,rrYYWWSs,0.125
rose,rrYyWwSs,rrYYWWSs,rrYYWwSs,0.125
rose,rrYyWwSs,rrYYWWSs,rrYyWWSs,0.125
rose,rrYyWwSs,rrYYWWSs,rrYyWwSs,0.125
rose,rrYyWwSs,rrYYWWSs,rrYYWWSS,0.0625
rose,rrYyWwSs,rrYYWWSs,rrYYWWss,0.0625
rose,rrYyWwSs,rrYYWWSs,rrYYWwSS,0.0625
rose,rrYyWwSs,rrYYWWSs,rrYYWwss,0.0625
rose,rrYyWwSs,rrYYWWSs,rrYyWWSS,0.0625
rose,rrYyWwSs,rrYYWWSs,rrYyWWss,0.0625
rose,rrYyWwSs,rrYYWWSs,rrYyWwSS,0.0625
rose,rrYyWwSs,rrYYWWSs,rrYyWwss,0.0625
rose,rrYyWwSS,rrYYWWSs,rrYYWWSS,0.125
rose,rrYyWwSS,rrYYWWSs,rrYYWWSs,0.125
rose,rrYyWwSS,rrYYWWSs,rrYYWwSS,0.125
rose,rrYyWwSS,rrYYWWSs,rrYYWwSs,0.125
rose,rrYyWwSS,rrYYWWSs,rrYyWWSS,0.125
rose,rrYyWwSS,rrYYWWSs,rrYyWWSs,0.125
rose,rrYyWwSS,rrYYWWSs,rrYyWwSS,0.125
rose,rrYyWwSS,rrYYWWSs,rrYyWwSs,0.125
rose,rrYyWWss,rrYYWWSs,rrYYWWSs,0.25
rose,rrYyWWss,rrYYWWSs,rrYYWWss,0.25
rose,rrYyWWss,rrYYWWSs,rrYyWWSs,0.25
rose,rrYyWWss,rrYYWWSs,rrYyWWss,0.25
rose,rrYyWWSs,rrYYWWSs,rrYYWWSs,0.25
rose,rrYyWWSs,rrYYWWSs,rrYyWWSs,0.25
rose,rrYyWWSs,rrYYWWSs,rrYYWWSS,0.125
rose,rrYyWWSs,rrYYWWSs,rrYYWWss,0.125
rose,rrYyWWSs,rrYYWWSs,rrYyWWSS,0.125
rose,rrYyWWSs,rrYYWWSs,rrYyWWss,0.125
rose,rrYyWWSS,rrYYWWSs,rrYYWWSS,0.25
rose,rrYyWWSS,rrYYWWSs,rrYYWWSs,0.25
rose,rrYyWWSS,rrYYWWSs,rrYyWWSS,0.25
rose,rrYyWWSS,rrYYWWSs,rrYyWWSs,0.25
rose,rrYYwwss,rrYYWWSs,rrYYWwSs,0.5
rose,rrYYwwss,rrYYWWSs,rrYYWwss,0.5
rose,rrYYwwSs,rrYYWWSs,rrYYWwSs,0.5
rose,rrYYwwSs,rrYYWWSs,rrYYWwSS,0.25
rose,rrYYwwSs,rrYYWWSs,rrYYWwss,0.25
rose,rrYYwwSS,rrYYWWSs,rrYYWwSS,0.5
rose,rrYYwwSS,rrYYWWSs,rrYYWwSs,0.5
rose,rrYYWwss,rrYYWWSs,rrYYWWSs,0.25
rose,rrYYWwss,rrYYWWSs,rrYYWWss,0.25
rose,rrYYWwss,rrYYWWSs,rrYYWwSs,0.25
rose,rrYYWwss,rrYYWWSs,rrYYWwss,0.25
rose,rrYYWwSs,rrYYWWSs,rrYYWWSs,0.25
rose,rrYYWwSs,rrYYWWSs,rrYYWwSs,0.25
rose,rrYYWwSs,rrYYWWSs,rrYYWWSS,0.125
rose,rrYYWwSs,rrYYWWSs,rrYYWWss,0.125
rose,rrYYWwSs,rrYYWWSs,rrYYWwSS,0.125
rose,rrYYWwSs,rrYYWWSs,rrYYWwss,0.125
rose,rrYYWwSS,rrYYWWSs,rrYYWWSS,0.25
rose,rrYYWwSS,rrYYWWSs,rrYYWWSs,0.25
rose,rrYYWwSS,rrYYWWSs,rrYYWwSS,0.25
rose,rrYYWwSS,rrYYWWSs,rrYYWwSs,0.25
rose,rrYYWWss,rrYYWWSs,rrYYWWSs,0.5
rose,rrYYWWss,rrYYWWSs,rrYYWWss,0.5
rose,rrYYWWSs,rrYYWWSs,rrYYWWSs,0.5
rose,rrYYWWSs,rrYYWWSs,rrYYWWSS,0.25
rose,rrYYWWSs,rrYYWWSs,rrYYWWss,0.25
rose,rryywwss,rrYYWWSS,rrYyWwSs,1
rose,rryywwSs,rrYYWWSS,rrYyWwSS,0.5
rose,rryywwSs,rrYYWWSS,rrYyWwSs,0.5
rose,rryywwSS,rrYYWWSS,rrYyWwSS,1
rose,rryyWwss,rrYYWWSS,rrYyWWSs,0.5
rose,rryyWwss,rrYYWWSS,rrYyWwSs,0.5
rose,rryyWwSs,rrYYWWSS,rrYyWWSS,0.25
rose,rryyWwSs,rrYYWWSS,rrYyWWSs,0.25
rose,rryyWwSs,rrYYWWSS,rrYyWwSS,0.25
rose,rryyWwSs,rrYYWWSS,rrYyWwSs,0.25
rose,rryyWwSS,rrYYWWSS,rrYyWWSS,0.5
rose,rryyWwSS,rrYYWWSS,rrYyWwSS,0.5
rose,rryyWWss,rrYYWWSS,rrYyWWSs,1
rose,rryyWWSs,rrYYWWSS,rrYyWWSS,0.5
rose,rryyWWSs,rrYYWWSS,rrYyWWSs,0.5
rose,rryyWWSS,rrYYWWSS,rrYyWWSS,1
rose,rrYywwss,rrYYWWSS,rrYYWwSs,0.5
rose,rrYywwss,rrYYWWSS,rrYyWwSs,0.5
rose,rrYywwSs,rrYYWWSS,rrYYWwSS,0.25
rose,rrYywwSs,rrYYWWSS,rrYYWwSs,0.25
rose,rrYywwSs,rrYYWWSS,rrYyWwSS,0.25
rose,rrYywwSs,rrYYWWSS,rrYyWwSs,0.25
rose,rrYywwSS,rrYYWWSS,rrYYWwSS,0.5
rose,rrYywwSS,rrYYWWSS,rrYyWwSS,0.5
rose,rrYyWwss,rrYYWWSS,rrYYWWSs,0.25
rose,rrYyWwss,rrYYWWSS,rrYYWwSs,0.25
rose,rrYyWwss,rrYYWWSS,rrYyWWSs,0.25
rose,rrYyWwss,rrYYWWSS,rrYyWwSs,0.25
rose,rrYyWwSs,rrYYWWSS,rrYYWWSS,0.125
rose,rrYyWwSs,rrYYWWSS,rrYYWWSs,0.125
rose,rrYyWwSs,rrYYWWSS,rrYYWwSS,0.125
rose,rrYyWwSs,rrYYWWSS,rrYYWwSs,0.125
rose,rrYyWwSs,rrYYWWSS,rrYyWWSS,0.125
rose,rrYyWwSs,rrYYWWSS,rrYyWWSs,0.125
rose,rrYyWwSs,rrYYWWSS,rrYyWwSS,0.125
rose,rrYyWwSs,rrYYWWSS,rrYyWwSs,0.125
rose,rrYyWwSS,rrYYWWSS,rrYYWWSS,0.25
rose,rrYyWwSS,rrYYWWSS,rrYYWwSS,0.25
rose,rrYyWwSS,rrYYWWSS,rrYyWWSS,0.25
rose,rrYyWwSS,rrYYWWSS,rrYyWwSS,0.25
rose,rrYyWWss,rrYYWWSS,rrYYWWSs,0.5
rose,rrYyWWss,rrYYWWSS,rrYyWWSs,0.5
rose,rrYyWWSs,rrYYWWSS,rrYYWWSS,0.25
rose,rrYyWWSs,rrYYWWSS,rrYYWWSs,0.25
rose,rrYyWWSs,rrYYWWSS,rrYyWWSS,0.25
rose,rrYyWWSs,rrYYWWSS,rrYyWWSs,0.25
rose,rrYyWWSS,rrYYWWSS,rrYYWWSS,0.5
rose,rrYyWWSS,rrYYWWSS,rrYyWWSS,0.5
rose,rrYYwwss,rrYYWWSS,rrYYWwSs,1
rose,rrYYwwSs,rrYYWWSS,rrYYWwSS,0.5
rose,rrYYwwSs,rrYYWWSS,rrYYWwSs,0.5
rose,rrYYwwSS,rrYYWWSS,rrYYWwSS,1
rose,rrYYWwss,rrYYWWSS,rrYYWWSs,0.5
rose,rrYYWwss,rrYYWWSS,rrYYWwSs,0.5
rose,rrYYWwSs,rrYYWWSS,rrYYWWSS,0.25
rose,rrYYWwSs,rrYYWWSS,rrYYWWSs,0.25
rose,rrYYWwSs,rrYYWWSS,rrYYWwSS,0.25
rose,rrYYWwSs,rrYYWWSS,rrYYWwSs,0.25
rose,rrYYWwSS,rrYYWWSS,rrYYWWSS,0.5
rose,rrYYWwSS,rrYYWWSS,rrYYWwSS,0.5
rose,rrYYWWss,rrYYWWSS,rrYYWWSs,1
rose,rrYYWWSs,rrYYWWSS,rrYYWWSS,0.5
rose,rrYYWWSs,rrYYWWSS,rrYYWWSs,0.5
rose,rrYYWWSS,rrYYWWSS,rrYYWWSS,1
rose,rryywwss,Rryywwss,Rryywwss,0.5
rose,rryywwss,Rryywwss,rryywwss,0.5
rose,rryywwSs,Rryywwss,RryywwSs,0.25
rose,rryywwSs,Rryywwss,Rryywwss,0.25
rose,rryywwSs,Rryywwss,rryywwSs,0.25
rose,rryywwSs,Rryywwss,rryywwss,0.25
rose,rryywwSS,Rryywwss,RryywwSs,0.5
rose,rryywwSS,Rryywwss,rryywwSs,0.5
rose,rryyWwss,Rryywwss,RryyWwss,0.25
rose,rryyWwss,Rryywwss,Rryywwss,0.25
rose,rryyWwss,Rryywwss,rryyWwss,0.25
rose,rryyWwss,Rryywwss,rryywwss,0.25
rose,rryyWwSs,Rryywwss,RryyWwSs,0.125
rose,rryyWwSs,Rryywwss,RryyWwss,0.125
rose,rryyWwSs,Rryywwss,RryywwSs,0.125
rose,rryyWwSs,Rryywwss,Rryywwss,0.125
rose,rryyWwSs,Rryywwss,rryyWwSs,0.125
rose,rryyWwSs,Rryywwss,rryyWwss,0.125
rose,rryyWwSs,Rryywwss,rryywwSs,0.125
rose,rryyWwSs,Rryywwss,rryywwss,0.125
rose,rryyWwSS,Rryywwss,RryyWwSs,0.25
rose,rryyWwSS,Rryywwss,RryywwSs,0.25
rose,rryyWwSS,Rryywwss,rryyWwSs,0.25
rose,rryyWwSS,Rryywwss,rryywwSs,0.25
rose,rryyWWss,Rryywwss,RryyWwss,0.5
rose,rryyWWss,Rryywwss,rryyWwss,0.5
rose,rryyWWSs,Rryywwss,RryyWwSs,0.25
rose,rryyWWSs,Rryywwss,RryyWwss,0.25
rose,rryyWWSs,Rryywwss,rryyWwSs,0.25
rose,rryyWWSs,Rryywwss,rryyWwss,0.25
rose,rryyWWSS,Rryywwss,RryyWwSs,0.5
rose,rryyWWSS,Rryywwss,rryyWwSs,0.5
rose,rrYywwss,Rryywwss,RrYywwss,0.25
rose,rrYywwss,Rryywwss,Rryywwss,0.25
rose,rrYywwss,Rryywwss,rrYywwss,0.25
rose,rrYywwss,Rryywwss,rryywwss,0.25
rose,rrYywwSs,Rryywwss,RrYywwSs,0.125
rose,rrYywwSs,Rryywwss,RrYywwss,0.125
rose,rrYywwSs,Rryywwss,RryywwSs,0.125
rose,rrYywwSs,Rryywwss,Rryywwss,0.125
rose,rrYywwSs,Rryywwss,rrYywwSs,0.125
rose,rrYywwSs,Rryywwss,rrYywwss,0.125
rose,rrYywwSs,Rryywwss,rryywwSs,0.125
rose,rrYywwSs,Rryywwss,rryywwss,0.125
rose,rrYywwSS,Rryywwss,RrYywwSs,0.25
rose,rrYywwSS,Rryywwss,RryywwSs,0.25
rose,rrYywwSS,Rryywwss,rrYywwSs,0.25
rose,rrYywwSS,Rryywwss,rryywwSs,0.25
rose,rrYyWwss,Rryywwss,RrYyWwss,0.125
rose,rrYyWwss,Rryywwss,RrYywwss,0.125
rose,rrYyWwss,Rryywwss,RryyWwss,0.125
rose,rrYyWwss,Rryywwss,Rryywwss,0.125
rose,rrYyWwss,Rryywwss,rrYyWwss,0.125
rose,rrYyWwss,Rryywwss,rrYywwss,0.125
rose,rrYyWwss,Rryywwss,rryyWwss,0.125
rose,rrYyWwss,Rryywwss,rryywwss,0.125
rose,rrYyWwSs,Rryywwss,RrYyWwSs,0.0625
rose,rrYyWwSs,Rryywwss,RrYyWwss,0.0625
rose,rrYyWwSs,Rryywwss,RrYywwSs,0.0625
rose,rrYyWwSs,Rryywwss,RrYywwss,0.0625
rose,rrYyWwSs,Rryywwss,RryyWwSs,0.0625
rose,rrYyWwSs,Rryywwss,RryyWwss,0.0625
rose,rrYyWwSs,Rryywwss,RryywwSs,0.0625
rose,rrYyWwSs,Rryywwss,Rryywwss,0.0625
rose,rrYyWwSs,Rryywwss,rrYyWwSs,0.0625
rose,rrYyWwSs,Rryywwss,rrYyWwss,0.0625
rose,rrYyWwSs,Rryywwss,rrYywwSs,0.0625
rose,rrYyWwSs,Rryywwss,rrYywwss,0.0625
rose,rrYyWwSs,Rryywwss,rryyWwSs,0.0625
rose,rrYyWwSs,Rryywwss,rryyWwss,0.0625
rose,rrYyWwSs,Rryywwss,rryywwSs,0.0625
rose,rrYyWwSs,Rryywwss,rryywwss,0.0625
rose,rrYyWwSS,Rryywwss,RrYyWwSs,0.125
rose,rrYyWwSS,Rryywwss,RrYywwSs,0.125
rose,rrYyWwSS,Rryywwss,RryyWwSs,0.125
rose,rrYyWwSS,Rryywwss,RryywwSs,0.125
rose,rrYyWwSS,Rryywwss,rrYyWwSs,0.125
rose,rrYyWwSS,Rryywwss,rrYywwSs,0.125
rose,rrYyWwSS,Rryywwss,rryyWwSs,0.125
rose,rrYyWwSS,Rryywwss,rryywwSs,0.125
rose,rrYyWWss,Rryywwss,RrYyWwss,0.25
rose,rrYyWWss,Rryywwss,RryyWwss,0.25
rose,rrYyWWss,Rryywwss,rrYyWwss,0.25
rose,rrYyWWss,Rryywwss,rryyWwss,0.25
rose,rrYyWWSs,Rryywwss,RrYyWwSs,0.125
rose,rrYyWWSs,Rryywwss,RrYyWwss,0.125
rose,rrYyWWSs,Rryywwss,RryyWwSs,0.125
rose,rrYyWWSs,Rryywwss,RryyWwss,0.125
rose,rrYyWWSs,Rryywwss,rrYyWwSs,0.125
rose,rrYyWWSs,Rryywwss,rrYyWwss,0.125
rose,rrYyWWSs,Rryywwss,rryyWwSs,0.125
rose,rrYyWWSs,Rryywwss,rryyWwss,0.125
rose,rrYyWWSS,Rryywwss,RrYyWwSs,0.25
rose,rrYyWWSS,Rryywwss,RryyWwSs,0.25
rose,rrYyWWSS,Rryywwss,rrYyWwSs,0.25
rose,rrYyWWSS,Rryywwss,rryyWwSs,0.25
rose,rrYYwwss,Rryywwss,RrYywwss,0.5
rose,rrYYwwss,Rryywwss,rrYywwss,0.5
